X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.770000e-05,5.000000e-08
0,1.90e+01,-8.00e-03,
1,1.84e+01,4.00e-03,
2,1.90e+01,-8.00e-03,
3,1.86e+01,4.00e-03,
4,1.86e+01,-8.00e-03,
5,1.90e+01,4.00e-03,
6,1.90e+01,-4.00e-03,
7,1.86e+01,0.00e+00,
8,1.86e+01,0.00e+00,
9,1.90e+01,-8.00e-03,
10,1.90e+01,0.00e+00,
11,1.86e+01,-8.00e-03,
12,1.86e+01,0.00e+00,
13,1.90e+01,-8.00e-03,
14,1.86e+01,4.00e-03,
15,1.90e+01,-4.00e-03,
16,1.86e+01,-4.00e-03,
17,1.90e+01,4.00e-03,
18,1.86e+01,-4.00e-03,
19,1.90e+01,4.00e-03,
20,1.90e+01,-4.00e-03,
21,1.86e+01,4.00e-03,
22,1.86e+01,4.00e-03,
23,1.88e+01,-8.00e-03,
24,1.86e+01,-4.00e-03,
25,1.90e+01,4.00e-03,
26,1.86e+01,-4.00e-03,
27,1.90e+01,4.00e-03,
28,1.84e+01,-4.00e-03,
29,1.90e+01,4.00e-03,
30,1.86e+01,4.00e-03,
31,1.90e+01,-4.00e-03,
32,1.90e+01,-4.00e-03,
33,1.84e+01,4.00e-03,
34,1.88e+01,-4.00e-03,
35,1.86e+01,4.00e-03,
36,1.90e+01,-4.00e-03,
37,1.84e+01,4.00e-03,
38,1.86e+01,-4.00e-03,
39,1.90e+01,4.00e-03,
40,1.90e+01,4.00e-03,
41,1.84e+01,-4.00e-03,
42,1.86e+01,-4.00e-03,
43,1.90e+01,4.00e-03,
44,1.90e+01,-4.00e-03,
45,1.84e+01,4.00e-03,
46,1.86e+01,-4.00e-03,
47,1.90e+01,4.00e-03,
48,1.88e+01,-4.00e-03,
49,1.84e+01,4.00e-03,
50,1.86e+01,4.00e-03,
51,1.90e+01,-4.00e-03,
52,1.86e+01,-4.00e-03,
53,1.90e+01,4.00e-03,
54,1.86e+01,4.00e-03,
55,1.90e+01,-4.00e-03,
56,1.90e+01,-4.00e-03,
57,1.84e+01,4.00e-03,
58,1.90e+01,-4.00e-03,
59,1.84e+01,4.00e-03,
60,1.90e+01,-4.00e-03,
61,1.84e+01,4.00e-03,
62,1.86e+01,4.00e-03,
63,1.90e+01,-4.00e-03,
64,1.86e+01,4.00e-03,
65,1.88e+01,-4.00e-03,
66,1.90e+01,-4.00e-03,
67,1.86e+01,4.00e-03,
68,1.84e+01,4.00e-03,
69,1.90e+01,-4.00e-03,
70,1.90e+01,-4.00e-03,
71,1.84e+01,4.00e-03,
72,1.84e+01,4.00e-03,
73,1.90e+01,-4.00e-03,
74,1.90e+01,-4.00e-03,
75,1.84e+01,4.00e-03,
76,1.84e+01,4.00e-03,
77,1.90e+01,-4.00e-03,
78,1.90e+01,4.00e-03,
79,1.84e+01,-4.00e-03,
80,1.90e+01,-4.00e-03,
81,1.84e+01,4.00e-03,
82,1.84e+01,4.00e-03,
83,1.90e+01,-4.00e-03,
84,1.90e+01,4.00e-03,
85,1.84e+01,-4.00e-03,
86,1.88e+01,-4.00e-03,
87,1.84e+01,4.00e-03,
88,1.88e+01,4.00e-03,
89,1.84e+01,-4.00e-03,
90,1.88e+01,-4.00e-03,
91,1.84e+01,4.00e-03,
92,1.84e+01,-4.00e-03,
93,1.88e+01,4.00e-03,
94,1.84e+01,4.00e-03,
95,1.88e+01,-4.00e-03,
96,1.84e+01,4.00e-03,
97,1.88e+01,-4.00e-03,
98,1.84e+01,4.00e-03,
99,1.88e+01,-4.00e-03,
100,1.86e+01,4.00e-03,
101,1.66e+01,-4.00e-03,
102,1.68e+01,-4.00e-03,
103,1.10e+01,4.00e-03,
104,1.08e+01,-4.00e-03,
105,5.60e+00,4.00e-03,
106,6.00e+00,-4.00e-03,
107,3.00e+00,4.00e-03,
108,3.40e+00,4.00e-03,
109,2.60e+00,-4.00e-03,
110,2.80e+00,0.00e+00,
111,4.80e+00,8.00e-03,
112,4.60e+00,4.00e-03,
113,8.20e+00,0.00e+00,
114,8.40e+00,4.00e-03,
115,1.28e+01,-4.00e-03,
116,1.26e+01,4.00e-03,
117,1.58e+01,-4.00e-03,
118,1.60e+01,-4.00e-03,
119,1.48e+01,4.00e-03,
120,1.48e+01,-4.00e-03,
121,1.10e+01,4.00e-03,
122,1.10e+01,-4.00e-03,
123,6.60e+00,4.00e-03,
124,6.60e+00,4.00e-03,
125,4.40e+00,-4.00e-03,
126,4.80e+00,4.00e-03,
127,3.80e+00,-4.00e-03,
128,3.80e+00,4.00e-03,
129,5.40e+00,-4.00e-03,
130,5.20e+00,4.00e-03,
131,8.00e+00,-4.00e-03,
132,8.20e+00,4.00e-03,
133,1.14e+01,-4.00e-03,
